Mod:Item:MetaData, Localized Name
nuclearcraft:crystallizer, Crystallizer
nuclearcraft:enricher, Fluid Enricher
nuclearcraft:extractor, Fluid Extractor
nuclearcraft:centrifuge, Centrifuge
nuclearcraft:rock_crusher, Rock Crusher
nuclearcraft:machine_interface, Machine Interface
nuclearcraft:rtg_uranium, Uranium RTG
nuclearcraft:rtg_plutonium, Plutonium RTG
nuclearcraft:rtg_americium, Americium RTG
nuclearcraft:rtg_californium, Californium RTG
nuclearcraft:solar_panel_basic, Basic Solar Panel
nuclearcraft:solar_panel_advanced, Advanced Solar Panel
nuclearcraft:solar_panel_du, DU Solar Panel
nuclearcraft:solar_panel_elite, Elite Solar Panel
nuclearcraft:decay_generator, Decay Generator
nuclearcraft:voltaic_pile_basic, Basic Voltaic Pile
nuclearcraft:voltaic_pile_advanced, Advanced Voltaic Pile
nuclearcraft:voltaic_pile_du, DU Voltaic Pile
nuclearcraft:voltaic_pile_elite, Elite Voltaic Pile
nuclearcraft:lithium_ion_battery_basic, Basic Lithium Ion Battery
nuclearcraft:lithium_ion_battery_advanced, Advanced Lithium Ion Battery
nuclearcraft:lithium_ion_battery_du, DU Lithium Ion Battery
nuclearcraft:lithium_ion_battery_elite, Elite Lithium Ion Battery
nuclearcraft:bin, Universal Bin
nuclearcraft:fission_casing, Fission Reactor Casing
nuclearcraft:fission_glass, Fission Reactor Glass
nuclearcraft:fission_conductor, Fission Reactor Conductor
nuclearcraft:fission_reflector:0, Beryllium-Carbon Neutron Reflector
nuclearcraft:fission_reflector:1, Lead-Steel Neutron Reflector
nuclearcraft:fission_port, Fission Reactor Port (WIP)
nuclearcraft:fission_vent, Fission Reactor Vent
nuclearcraft:fission_irradiator, Fission Reactor Neutron Irradiator
nuclearcraft:fission_source:0, Ra-Be Fission Reactor Neutron Source
nuclearcraft:fission_source:1, Po-Be Fission Reactor Neutron Source
nuclearcraft:fission_source:2, Cf-252 Fission Reactor Neutron Source
nuclearcraft:fission_computer_port, Fission Reactor Computer Port (WIP)
nuclearcraft:solid_fission_controller, Solid Fuel Fission Controller
nuclearcraft:solid_fission_cell, Fission Reactor Fuel Cell
nuclearcraft:solid_fission_sink:0, Water Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:1, Iron Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:2, Redstone Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:3, Quartz Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:4, Obsidian Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:5, Nether Brick Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:6, Glowstone Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:7, Lapis Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:8, Gold Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:9, Prismarine Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:10, Slime Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:11, End Stone Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:12, Purpur Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:13, Diamond Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:14, Emerald Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink:15, Copper Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:0, Tin Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:1, Lead Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:2, Boron Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:3, Lithium Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:4, Magnesium Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:5, Manganese Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:6, Aluminum Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:7, Silver Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:8, Fluorite Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:9, Villiaumite Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:10, Carobbiite Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:11, Arsenic Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:12, Liquid Nitrogen Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:13, Liquid Helium Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:14, Enderium Fission Reactor Heat Sink
nuclearcraft:solid_fission_sink2:15, Cryotheum Fission Reactor Heat Sink
nuclearcraft:salt_fission_controller, Molten Salt Fission Controller (MULTIBLOCK BROKEN!)
nuclearcraft:salt_fission_vessel, Fission Reactor Fuel Vessel
nuclearcraft:salt_fission_heater, Fission Reactor Coolant Heater
nuclearcraft:heat_exchanger_controller, Heat Exchanger Controller (MULTIBLOCK BROKEN!)
nuclearcraft:heat_exchanger_casing, Heat Exchanger Shell
nuclearcraft:heat_exchanger_glass, Heat Exchanger Glass
nuclearcraft:heat_exchanger_vent, Heat Exchanger Vent
nuclearcraft:heat_exchanger_tube_copper, Copper Heat Exchanger Tube
nuclearcraft:heat_exchanger_tube_hard_carbon, Hard Carbon Heat Exchanger Tube
nuclearcraft:heat_exchanger_tube_thermoconducting, Thermoconducting Alloy Heat Exchanger Tube
nuclearcraft:heat_exchanger_computer_port, Heat Exchanger Computer Port
nuclearcraft:condenser_controller, Condenser Controller (MULTIBLOCK BROKEN!)
nuclearcraft:condenser_tube_copper, Copper Condensation Tube
nuclearcraft:condenser_tube_hard_carbon, Hard Carbon Condensation Tube
nuclearcraft:condenser_tube_thermoconducting, Thermoconducting Alloy Condensation Tube
nuclearcraft:turbine_controller, Turbine Controller
nuclearcraft:turbine_casing, Turbine Casing
nuclearcraft:turbine_glass, Turbine Glass
nuclearcraft:turbine_rotor_shaft, Turbine Rotor Shaft
nuclearcraft:turbine_rotor_blade_steel, Steel Turbine Rotor Blade
nuclearcraft:turbine_rotor_blade_extreme, Extreme Alloy Turbine Rotor Blade
nuclearcraft:turbine_rotor_blade_sic_sic_cmc, SiC-SiC CMC Turbine Rotor Blade
nuclearcraft:turbine_rotor_stator, Turbine Rotor Stator
nuclearcraft:turbine_rotor_bearing, Turbine Rotor Bearing
nuclearcraft:turbine_dynamo_coil:0, Magnesium Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:1, Beryllium Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:2, Aluminum Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:3, Gold Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:4, Copper Turbine Dynamo Coil
nuclearcraft:turbine_dynamo_coil:5, Silver Turbine Dynamo Coil
nuclearcraft:turbine_inlet, Turbine Fluid Inlet
nuclearcraft:turbine_outlet, Turbine Fluid Outlet
nuclearcraft:turbine_computer_port, Turbine Computer Port (WIP)
nuclearcraft:cobblestone_generator, Cobblestone Generator
nuclearcraft:cobblestone_generator_compact, Compact Cobblestone Generator
nuclearcraft:cobblestone_generator_dense, Dense Cobblestone Generator
nuclearcraft:water_source, Infinite Water Source
nuclearcraft:water_source_compact, Compact Infinite Water Source
nuclearcraft:water_source_dense, Dense Infinite Water Source
nuclearcraft:nitrogen_collector, Nitrogen Collector
nuclearcraft:nitrogen_collector_compact, Compact Nitrogen Collector
nuclearcraft:nitrogen_collector_dense, Dense Nitrogen Collector
nuclearcraft:radiation_scrubber, Radiation Scrubber
nuclearcraft:geiger_block, Geiger Counter Block
nuclearcraft:glowing_mushroom, Glowing Mushroom
nuclearcraft:wasteland_earth, Wasteland Earth
nuclearcraft:tritium_lamp, Tritium Lamp
nuclearcraft:ingot:0, Copper Ingot
nuclearcraft:ingot:1, Tin Ingot
nuclearcraft:ingot:2, Lead Ingot
nuclearcraft:ingot:3, Thorium Ingot
nuclearcraft:ingot:4, Uranium Ingot
nuclearcraft:ingot:5, Boron Ingot
nuclearcraft:ingot:6, Lithium Ingot
nuclearcraft:ingot:7, Magnesium Ingot
nuclearcraft:ingot:8, Graphite Ingot
nuclearcraft:ingot:9, Beryllium Ingot
nuclearcraft:ingot:10, Zirconium Ingot
nuclearcraft:ingot:11, Manganese Ingot
nuclearcraft:ingot:12, Aluminum Ingot
nuclearcraft:ingot:13, Silver Ingot
nuclearcraft:ingot:14, Manganese Oxide Ingot
nuclearcraft:ingot:15, Manganese Dioxide Ingot
nuclearcraft:dust:0, Copper Dust
nuclearcraft:dust:1, Tin Dust
nuclearcraft:dust:2, Lead Dust
nuclearcraft:dust:3, Thorium Dust
nuclearcraft:dust:4, Uranium Dust
nuclearcraft:dust:5, Boron Dust
nuclearcraft:dust:6, Lithium Dust
nuclearcraft:dust:7, Magnesium Dust
nuclearcraft:dust:8, Graphite Dust
nuclearcraft:dust:9, Beryllium Dust
nuclearcraft:dust:10, Zirconium Dust
nuclearcraft:dust:11, Manganese Dust
nuclearcraft:dust:12, Aluminum Dust
nuclearcraft:dust:13, Silver Dust
nuclearcraft:dust:14, Manganese Oxide Dust
nuclearcraft:dust:15, Manganese Dioxide Dust
nuclearcraft:gem:0, Rhodochrosite
nuclearcraft:gem:1, Cubic Boron Nitride
nuclearcraft:gem:2, Fluorite
nuclearcraft:gem:3, Villiaumite
nuclearcraft:gem:4, Carobbiite
nuclearcraft:gem:5, Boron Arsenide
nuclearcraft:gem:6, Silicon
nuclearcraft:gem_dust:0, Crushed Diamond
nuclearcraft:gem_dust:1, Crushed Rhodochrosite
nuclearcraft:gem_dust:2, Crushed Quartz
nuclearcraft:gem_dust:3, Crushed Obsidian
nuclearcraft:gem_dust:4, Hexagonal Boron Nitride
nuclearcraft:gem_dust:5, Crushed Fluorite
nuclearcraft:gem_dust:6, Sulfur
nuclearcraft:gem_dust:7, Crushed Coal
nuclearcraft:gem_dust:8, Crushed Villiaumite
nuclearcraft:gem_dust:9, Crushed Carobbiite
nuclearcraft:gem_dust:10, Crushed Arsenic
nuclearcraft:gem_dust:11, Crushed End Stone
nuclearcraft:alloy:0, Bronze Ingot
nuclearcraft:alloy:1, Tough Alloy
nuclearcraft:alloy:2, Hard Carbon Alloy
nuclearcraft:alloy:3, Magnesium Diboride Alloy
nuclearcraft:alloy:4, Lithium Manganese Dioxide Alloy
nuclearcraft:alloy:5, Steel Ingot
nuclearcraft:alloy:6, Ferroboron Alloy
nuclearcraft:alloy:7, Shibuichi Alloy
nuclearcraft:alloy:8, Tin Silver Alloy
nuclearcraft:alloy:9, Lead Platinum Alloy
nuclearcraft:alloy:10, Extreme Alloy
nuclearcraft:alloy:11, Thermoconducting Alloy
nuclearcraft:alloy:12, Zircaloy Ingot
nuclearcraft:alloy:13, Silicon Carbide Ingot
nuclearcraft:alloy:14, SiC-SiC Ceramic Matrix Composite
nuclearcraft:alloy:15, HSLA Steel Ingot
nuclearcraft:compound:0, Calcium Sulfate
nuclearcraft:compound:1, Crystal Binder
nuclearcraft:compound:2, Energetic Blend
nuclearcraft:compound:3, Sodium Fluoride
nuclearcraft:compound:4, Potassium Fluoride
nuclearcraft:compound:5, Sodium Hydroxide
nuclearcraft:compound:6, Potassium Hydroxide
nuclearcraft:compound:7, Borax
nuclearcraft:compound:8, Irradiated Borax
nuclearcraft:compound:9, Dimensional Blend
nuclearcraft:compound:10, Carbon-Manganese Blend
nuclearcraft:compound:11, Alugentum Dust
nuclearcraft:part:0, Basic Plating
nuclearcraft:part:1, Advanced Plating
nuclearcraft:part:2, DU Plating
nuclearcraft:part:3, Elite Plating
nuclearcraft:part:4, Copper Solenoid
nuclearcraft:part:5, Magnesium Diboride Solenoid
nuclearcraft:part:6, Bioplastic
nuclearcraft:part:7, Servomechanism
nuclearcraft:part:8, Electric Motor
nuclearcraft:part:9, Linear Actuator
nuclearcraft:part:10, Machine Chassis
nuclearcraft:part:11, Empty Frame
nuclearcraft:part:12, Steel Chassis
nuclearcraft:part:13, Silicon Carbide Fiber
nuclearcraft:part:14, Empty Heat Sink
nuclearcraft:part:15, Pyrolytic Carbon
nuclearcraft:upgrade:0, Speed Upgrade
nuclearcraft:upgrade:1, Energy Upgrade
nuclearcraft:fission_dust:0, Bismuth Dust
nuclearcraft:fission_dust:1, Radium Dust
nuclearcraft:fission_dust:2, Polonium Dust
nuclearcraft:fission_dust:3, Protactinium-Enriched Thorium Dust
nuclearcraft:fission_dust:4, Protactinium-233 Dust
nuclearcraft:uranium:0, Uranium-233
nuclearcraft:uranium:1, Uranium-233 Carbide
nuclearcraft:uranium:2, Uranium-233 Oxide
nuclearcraft:uranium:3, Uranium-233 Nitride
nuclearcraft:uranium:4, Uranium-233-Zirconium Alloy
nuclearcraft:uranium:5, Uranium-235
nuclearcraft:uranium:6, Uranium-235 Carbide
nuclearcraft:uranium:7, Uranium-235 Oxide
nuclearcraft:uranium:8, Uranium-235 Nitride
nuclearcraft:uranium:9, Uranium-235-Zirconium Alloy
nuclearcraft:uranium:10, Uranium-238
nuclearcraft:uranium:11, Uranium-238 Carbide
nuclearcraft:uranium:12, Uranium-238 Oxide
nuclearcraft:uranium:13, Uranium-238 Nitride
nuclearcraft:uranium:14, Uranium-238-Zirconium Alloy
nuclearcraft:neptunium:0, Neptunium-236
nuclearcraft:neptunium:1, Neptunium-236 Carbide
nuclearcraft:neptunium:2, Neptunium-236 Oxide
nuclearcraft:neptunium:3, Neptunium-236 Nitride
nuclearcraft:neptunium:4, Neptunium-236-Zirconium Alloy
nuclearcraft:neptunium:5, Neptunium-237
nuclearcraft:neptunium:6, Neptunium-237 Carbide
nuclearcraft:neptunium:7, Neptunium-237 Oxide
nuclearcraft:neptunium:8, Neptunium-237 Nitride
nuclearcraft:neptunium:9, Neptunium-237-Zirconium Alloy
nuclearcraft:plutonium:0, Plutonium-238
nuclearcraft:plutonium:1, Plutonium-238 Carbide
nuclearcraft:plutonium:2, Plutonium-238 Oxide
nuclearcraft:plutonium:3, Plutonium-238 Nitride
nuclearcraft:plutonium:4, Plutonium-238-Zirconium Alloy
nuclearcraft:plutonium:5, Plutonium-239
nuclearcraft:plutonium:6, Plutonium-239 Carbide
nuclearcraft:plutonium:7, Plutonium-239 Oxide
nuclearcraft:plutonium:8, Plutonium-239 Nitride
nuclearcraft:plutonium:9, Plutonium-239-Zirconium Alloy
nuclearcraft:plutonium:10, Plutonium-241
nuclearcraft:plutonium:11, Plutonium-241 Carbide
nuclearcraft:plutonium:12, Plutonium-241 Oxide
nuclearcraft:plutonium:13, Plutonium-241 Nitride
nuclearcraft:plutonium:14, Plutonium-241-Zirconium Alloy
nuclearcraft:plutonium:15, Plutonium-242
nuclearcraft:plutonium:16, Plutonium-242 Carbide
nuclearcraft:plutonium:17, Plutonium-242 Oxide
nuclearcraft:plutonium:18, Plutonium-242 Nitride
nuclearcraft:plutonium:19, Plutonium-242-Zirconium Alloy
nuclearcraft:americium:0, Americium-241
nuclearcraft:americium:1, Americium-241 Carbide
nuclearcraft:americium:2, Americium-241 Oxide
nuclearcraft:americium:3, Americium-241 Nitride
nuclearcraft:americium:4, Americium-241-Zirconium Alloy
nuclearcraft:americium:5, Americium-242
nuclearcraft:americium:6, Americium-242 Carbide
nuclearcraft:americium:7, Americium-242 Oxide
nuclearcraft:americium:8, Americium-242 Nitride
nuclearcraft:americium:9, Americium-242-Zirconium Alloy
nuclearcraft:americium:10, Americium-243
nuclearcraft:americium:11, Americium-243 Carbide
nuclearcraft:americium:12, Americium-243 Oxide
nuclearcraft:americium:13, Americium-243 Nitride
nuclearcraft:americium:14, Americium-243-Zirconium Alloy
nuclearcraft:curium:0, Curium-243
nuclearcraft:curium:1, Curium-243 Carbide
nuclearcraft:curium:2, Curium-243 Oxide
nuclearcraft:curium:3, Curium-243 Nitride
nuclearcraft:curium:4, Curium-243-Zirconium Alloy
nuclearcraft:curium:5, Curium-245
nuclearcraft:curium:6, Curium-245 Carbide
nuclearcraft:curium:7, Curium-245 Oxide
nuclearcraft:curium:8, Curium-245 Nitride
nuclearcraft:curium:9, Curium-245-Zirconium Alloy
nuclearcraft:curium:10, Curium-246
nuclearcraft:curium:11, Curium-246 Carbide
nuclearcraft:curium:12, Curium-246 Oxide
nuclearcraft:curium:13, Curium-246 Nitride
nuclearcraft:curium:14, Curium-246-Zirconium Alloy
nuclearcraft:curium:15, Curium-247
nuclearcraft:curium:16, Curium-247 Carbide
nuclearcraft:curium:17, Curium-247 Oxide
nuclearcraft:curium:18, Curium-247 Nitride
nuclearcraft:curium:19, Curium-247-Zirconium Alloy
nuclearcraft:berkelium:0, Berkelium-247
nuclearcraft:berkelium:1, Berkelium-247 Carbide
nuclearcraft:berkelium:2, Berkelium-247 Oxide
nuclearcraft:berkelium:3, Berkelium-247 Nitride
nuclearcraft:berkelium:4, Berkelium-247-Zirconium Alloy
nuclearcraft:berkelium:5, Berkelium-248
nuclearcraft:berkelium:6, Berkelium-248 Carbide
nuclearcraft:berkelium:7, Berkelium-248 Oxide
nuclearcraft:berkelium:8, Berkelium-248 Nitride
nuclearcraft:berkelium:9, Berkelium-248-Zirconium Alloy
nuclearcraft:californium:0, Californium-249
nuclearcraft:californium:1, Californium-249 Carbide
nuclearcraft:californium:2, Californium-249 Oxide
nuclearcraft:californium:3, Californium-249 Nitride
nuclearcraft:californium:4, Californium-249-Zirconium Alloy
nuclearcraft:californium:5, Californium-250
nuclearcraft:californium:6, Californium-250 Carbide
nuclearcraft:californium:7, Californium-250 Oxide
nuclearcraft:californium:8, Californium-250 Nitride
nuclearcraft:californium:9, Californium-250-Zirconium Alloy
nuclearcraft:californium:10, Californium-251
nuclearcraft:californium:11, Californium-251 Carbide
nuclearcraft:californium:12, Californium-251 Oxide
nuclearcraft:californium:13, Californium-251 Nitride
nuclearcraft:californium:14, Californium-251-Zirconium Alloy
nuclearcraft:californium:15, Californium-252
nuclearcraft:californium:16, Californium-252 Carbide
nuclearcraft:californium:17, Californium-252 Oxide
nuclearcraft:californium:18, Californium-252 Nitride
nuclearcraft:californium:19, Californium-252-Zirconium Alloy
nuclearcraft:pellet_thorium:0, TBU
nuclearcraft:pellet_thorium:1, TBU Carbide
nuclearcraft:pellet_uranium:0, LEU-233
nuclearcraft:pellet_uranium:1, LEU-233 Carbide
nuclearcraft:pellet_uranium:2, HEU-233
nuclearcraft:pellet_uranium:3, HEU-233 Carbide
nuclearcraft:pellet_uranium:4, LEU-235
nuclearcraft:pellet_uranium:5, LEU-235 Carbide
nuclearcraft:pellet_uranium:6, HEU-235
nuclearcraft:pellet_uranium:7, HEU-235 Carbide
nuclearcraft:pellet_neptunium:0, LEN-236
nuclearcraft:pellet_neptunium:1, LEN-236 Carbide
nuclearcraft:pellet_neptunium:2, HEN-236
nuclearcraft:pellet_neptunium:3, HEN-236 Carbide
nuclearcraft:pellet_plutonium:0, LEP-239
nuclearcraft:pellet_plutonium:1, LEP-239 Carbide
nuclearcraft:pellet_plutonium:2, HEP-239
nuclearcraft:pellet_plutonium:3, HEP-239 Carbide
nuclearcraft:pellet_plutonium:4, LEP-241
nuclearcraft:pellet_plutonium:5, LEP-241 Carbide
nuclearcraft:pellet_plutonium:6, HEP-241
nuclearcraft:pellet_plutonium:7, HEP-241 Carbide
nuclearcraft:pellet_mixed:0, MIX-239
nuclearcraft:pellet_mixed:1, MIX-239 Carbide
nuclearcraft:pellet_mixed:2, MIX-241
nuclearcraft:pellet_mixed:3, MIX-241 Carbide
nuclearcraft:pellet_americium:0, LEA-242
nuclearcraft:pellet_americium:1, LEA-242 Carbide
nuclearcraft:pellet_americium:2, HEA-242
nuclearcraft:pellet_americium:3, HEA-242 Carbide
nuclearcraft:pellet_curium:0, LECm-243
nuclearcraft:pellet_curium:1, LECm-243 Carbide
nuclearcraft:pellet_curium:2, HECm-243
nuclearcraft:pellet_curium:3, HECm-243 Carbide
nuclearcraft:pellet_curium:4, LECm-245
nuclearcraft:pellet_curium:5, LECm-245 Carbide
nuclearcraft:pellet_curium:6, HECm-245
nuclearcraft:pellet_curium:7, HECm-245 Carbide
nuclearcraft:pellet_curium:8, LECm-247
nuclearcraft:pellet_curium:9, LECm-247 Carbide
nuclearcraft:pellet_curium:10, HECm-247
nuclearcraft:pellet_curium:11, HECm-247 Carbide
nuclearcraft:pellet_berkelium:0, LEB-248
nuclearcraft:pellet_berkelium:1, LEB-248 Carbide
nuclearcraft:pellet_berkelium:2, HEB-248
nuclearcraft:pellet_berkelium:3, HEB-248 Carbide
nuclearcraft:pellet_californium:0, LECf-249
nuclearcraft:pellet_californium:1, LECf-249 Carbide
nuclearcraft:pellet_californium:2, HECf-249
nuclearcraft:pellet_californium:3, HECf-249 Carbide
nuclearcraft:pellet_californium:4, LECf-251
nuclearcraft:pellet_californium:5, LECf-251 Carbide
nuclearcraft:pellet_californium:6, HECf-251
nuclearcraft:pellet_californium:7, HECf-251 Carbide
